name,firstname,surname,role_raw,gender,type,n_mentions,n_docs,type_final,source,gender_final
Bohumír JÁNSKÝ,Bohumír,JÁNSKÝ,hydrolog a geograf dokonce vyšla,M,M3,1,1,M3,rule,M
Bohumír DUFEK,Bohumír,DUFEK,předseda,M,M6,1,1,M6,rule,M
Veronika PAROULKOVÁ,Veronika,PAROULKOVÁ,redaktorka,F,M1,1,1,M1,rule,F
Veronika VLČKOVÁ,Veronika,VLČKOVÁ,výzkumnice,F,M3,1,1,M3,rule,F
Victor MANJARREZ,Victor,MANJARREZ,bývalý americký pohraničník sektor,M,?,1,1,M2,llm,M
Bernie SANDERS,Bernie,SANDERS,demokratický podporovatel,F?,?,1,1,M6,llm,M
Bernie SANDERS,Bernie,SANDERS,senátor,F?,M6,1,1,M6,rule,M
Bez CEITEC,Bez,CEITEC,by nebyl zde tak silný,M,?,1,1,?,llm,M
Bhagwat SINGHOVÁ,Bhagwat,SINGHOVÁ,obyvatelka slumu,F,M2,1,1,M2,rule,F
Bernard BIGOT,Bernard,BIGOT,generální ředitel,M,M5,1,1,M5,rule,M
Vladimir PUTIN,Vladimir,PUTIN,ruský prezident pčastní summitu,M,M6,1,1,M6,rule,M
Vladimir ŽIRINOVSKIJ,Vladimir,ŽIRINOVSKIJ,poslanec předseda,M,M6,1,1,M6,rule,M
Vincent MAUROLT,Vincent,MAUROLT,ředitel pro inovace a transferových,M,M5,1,1,M5,rule,M
Violeta TOMIČKOVÁ,Violeta,TOMIČKOVÁ,slovinská poslankyně,F,?,1,1,M6,llm,F
Virus HIV,Virus,HIV,patří vlastně k nejzkoumanějším biologickým,M,?,1,1,?,llm,M
Viktor ORBÁN,Viktor,ORBÁN,maďarský premiér,M,M6,1,1,M6,rule,M
Viktor PLACHÝ,Viktor,PLACHÝ,agronom,M,M3,1,1,M3,rule,M
Viktor PORTEL,Viktor,PORTEL,spoluautor projektu,M,?,1,1,M5,llm,M
Bigdan KLICH,Bigdan,KLICH,předseda senátního výboru pro evropské,M,M6,1,1,M6,rule,M
Bil WALKER,Bil,WALKER,guvernér,M,M6,1,1,M6,rule,M
Bill DE BLASIO,Bill,DE BLASIO,starosta,M,M6,1,1,M6,rule,M
Bill GATES,Bill,GATES,předseda,M,M6,1,1,M6,rule,M
Vladimir KARA MURZA,Vladimir,KARA MURZA,ruský opoziční aktivista,M,?,1,1,?,llm,M
Vladimir MAKAROV,Vladimir,MAKAROV,zastupitel města,M,M6,1,1,M6,rule,M
Vladimir PASEČNIK,Vladimir,PASEČNIK,velitel základny,M,M6,1,1,M6,rule,M
Vladimir PUTIN,Vladimir,PUTIN,ruský premiér,M,M6,1,1,M6,rule,M
Bitney CRONE,Bitney,CRONE,dokument,M,?,1,1,M2,llm,M
Blanka SVOBODOVÁ,Blanka,SVOBODOVÁ,bývalá zaměstnankyně,F,?,1,1,M2,llm,F
Bloomberg NEF,Bloomberg,NEF,když to budu citovat přesně,M,?,1,1,?,llm,M
Bill SHORTEN,Bill,SHORTEN,lídr opozičních,M,M6,1,1,M6,rule,M
Bill WALKER,Bill,WALKER,guvernér,M,M6,1,1,M6,rule,M
Bin SALMAN,Bin,SALMAN,saúdskoarabský princ,M,?,1,1,M6,llm,M
Birgit SIPPELOVÁ,Birgit,SIPPELOVÁ,europoslankyně,F,M6,1,1,M6,rule,F
Bhušan RAO,Bhušan,RAO,zemědělec stát,M,M2,1,1,M2,rule,M
Barbora SPÁČILOVÁ,Barbora,SPÁČILOVÁ,studentka,F,M2,1,1,M2,rule,F
Barbora SVÓBODOVÁ,Barbora,SVÓBODOVÁ,spoluorganizátorka akce,F,?,1,1,M5,llm,F
Barbora TELFEROVÁ,Barbora,TELFEROVÁ,moderátorka,F,M1,1,1,M1,rule,F
Barbora KOUKALOVÁ,Barbora,KOUKALOVÁ,novinářka,F,M1,1,1,M1,rule,F
Barbora KROUŽKOVÁ,Barbora,KROUŽKOVÁ,moderátorka nesrozumitelné o,F,M1,1,1,M1,rule,F
Barbora KVASNIČKOVÁ,Barbora,KVASNIČKOVÁ,studentka univerzity v,F,M2,1,1,M2,rule,F
Barbora LIŠKOVÁ,Barbora,LIŠKOVÁ,mluvčí,F,M1,1,1,M1,rule,F
Barbara HENDRICKSOVÁ,Barbara,HENDRICKSOVÁ,německá ministryně životního prostředí,F,M6,1,1,M6,rule,F
Vladimír KROC,Vladimír,KROC,moderátor,M,M1,1,1,M1,rule,M
Vladimír DOLEJSKÝ,Vladimír,DOLEJSKÝ,náměstek,M,M5,1,1,M5,rule,M
Vladimír DOLEJSKÝ,Vladimír,DOLEJSKÝ,náměstek pro řízení sekce ochrany,M,M5,1,1,M5,rule,M
Vladimír BARBIN,Vladimír,BARBIN,ruský velvyslanec pro arktickou spolupráci,M,M6,1,1,M6,rule,M
Vladimír BESKID,Vladimír,BESKID,kurátor,M,M5,1,1,M5,rule,M
Vladimír BESKYD,Vladimír,BESKYD,kurátor,M,M5,1,1,M5,rule,M
Barbora TROJAK,Barbora,TROJAK,mluvčí,F?,M1,1,1,M1,rule,F
Barbora URBANOVÁ,Barbora,URBANOVÁ,koordinátorka,F,M5,1,1,M5,rule,F
Beata SZYDLOVÁ,Beata,SZYDLOVÁ,polská premiérka,F,M6,1,1,M6,rule,F
Bedřich MOLDAN,Bedřich,MOLDAN,geochemik ekolog bývalý ministr životního,M,?,1,1,M3,llm,M
Vladimír LETOCHA,Vladimír,LETOCHA,pracovník,M,M3,1,1,M3,rule,M
Vladimír SLÁDEK,Vladimír,SLÁDEK,antropolog,M,M3,1,1,M3,rule,M
Vladimír KEBLŮŠEK,Vladimír,KEBLŮŠEK,redaktor,M,M1,1,1,M1,rule,M
Vladimír KOBLÍŽEK,Vladimír,KOBLÍŽEK,přednosta plicní kliniky,M,?,1,1,M3,llm,M
Vladimír KRCHOV,Vladimír,KRCHOV,obchodní ředitel,M,M5,1,1,M5,rule,M
Vladimír KREMLÍK,Vladimír,KREMLÍK,ministr dopravy nestr,M,M6,1,1,M6,rule,M
Bernard INGHAM,Bernard,INGHAM,bývalý tiskový mluvčí,M,M1,1,1,M1,rule,M
Bernhard MAIER,Bernhard,MAIER,předseda představenstva,M,M6,1,1,M6,rule,M
Bernhard MATTES,Bernhard,MATTES,předseda,M,M6,1,1,M6,rule,M
Belachew KASSA,Belachew,KASSA,zástupce manažera výstavby etiopské přehrady,M,M5,1,1,M5,rule,M
Bendle OSN,Bendle,OSN,jak jsem o ní mluvila,F?,?,1,1,?,llm,F
Benj SYKES,Benj,SYKES,manažer větrné elektrárny na pobřeží,M,M5,1,1,M5,rule,M
Benjamin NETANJAHU,Benjamin,NETANJAHU,izraelský premiér,M,M6,1,1,M6,rule,M
Bartoška KDU ČSL,Bartoška,KDU ČSL,a vicepremiéra za hnutí,F?,?,1,1,M6,llm,F
Barack OBAMA,Barack,OBAMA,bývalý americký prezident,M,M6,1,1,M6,rule,M
Barack OBAMA,Barack,OBAMA,tehdejší americký prezident záznam,M,M6,1,1,M6,rule,M
Barbara HENDRICKSOVÁ,Barbara,HENDRICKSOVÁ,ministryně životního prostředí,F,M6,1,1,M6,rule,F
Avi BARANES,Avi,BARANES,vedoucí izraelského výzkumu žraloků,M,M5,1,1,M5,rule,M
Ayumi FUKAKUSAOVÁ,Ayumi,FUKAKUSAOVÁ,aktivistka,F,M5,1,1,M5,rule,F
Ač API,Ač,API,k nám nebo řada čápů,M,?,1,1,?,llm,M
Ašghar MEHRZADA,Ašghar,MEHRZADA,zakladatel prvního afghánského cyklo freestyle,M,M5,1,1,M5,rule,M
Babiš ČSSD,Babiš,ČSSD,již vládnout,M,?,1,1,?,llm,M
Vladimír ŠPIDLA,Vladimír,ŠPIDLA,šéf poradců premiéra,M,M5,1,1,M5,rule,M
Vladimíra JUNKOVÁ,Vladimíra,JUNKOVÁ,redaktorka,F,M1,1,1,M1,rule,F
Vladimír SMRŽ,Vladimír,SMRŽ,náměstek ministra životního prostředí,M,M5,1,1,M5,rule,M
Vladimír VALENTA,Vladimír,VALENTA,hlavní hygienik,M,?,1,1,M6,llm,M
Vladimír WAGNER,Vladimír,WAGNER,jaderný fyzik,M,?,1,1,M3,llm,M
Vladimír ZDRAŽIL,Vladimír,ZDRAŽIL,katedra aplikované ekologie,M,M3,1,1,M3,rule,M
Barack OBAMA,Barack,OBAMA,amererický prezident,M,?,1,1,M6,llm,M
Barack OBAMA,Barack,OBAMA,americký prezident v letech,M,M6,1,1,M6,rule,M
Vladimíra NOVÁKOVÁ,Vladimíra,NOVÁKOVÁ,mluvčí,F,M1,1,1,M1,rule,F
Vladislav SMRŽ,Vladislav,SMRŽ,náměstek ministra životního prostředí citace,M,M5,1,1,M5,rule,M
Vladislav SOBOL,Vladislav,SOBOL,mluvčí,M,M1,1,1,M1,rule,M
Vladyslava BANK,Vladyslava,BANK,delegátka,F?,M5,1,1,M5,rule,F
Vlasta LOCHMANOVÁ,Vlasta,LOCHMANOVÁ,starostka,F,M6,1,1,M6,rule,F
Vlasta MOKRÁ,Vlasta,MOKRÁ,starostka,F,M6,1,1,M6,rule,F
Vladimír ŠPIDLA,Vladimír,ŠPIDLA,tehdejší premiér,M,M6,1,1,M6,rule,M
Vladimír ŠPIDLA,Vladimír,ŠPIDLA,tehdejší předseda vlády,M,M6,1,1,M6,rule,M
Barbara MIKULSKIOVÁ,Barbara,MIKULSKIOVÁ,tehdejší senátorka státu,F,M6,1,1,M6,rule,F
Barbora BARCALOVÁ,Barbora,BARCALOVÁ,advokátka,F,?,1,1,M5,llm,F
Vlasta PALLOVÁ,Vlasta,PALLOVÁ,mluvčí,F,M1,1,1,M1,rule,F
Vlasta VIZINOVÁ,Vlasta,VIZINOVÁ,obyvatelka,F,M2,1,1,M2,rule,F
Vlastimil ROŽNOVSKÝ,Vlastimil,ROŽNOVSKÝ,starosta,M,M6,1,1,M6,rule,M
Vlastimil VÁLEK,Vlastimil,VÁLEK,místopředseda strany člen zemědělského výboru,M,M6,1,1,M6,rule,M
Vlastimil VÁLEK,Vlastimil,VÁLEK,poslanec člen,M,M6,1,1,M6,rule,M
Vlastislav MÁLEK,Vlastislav,MÁLEK,starosta,M,M6,1,1,M6,rule,M
Antonín TŮMA,Antonín,TŮMA,geolog,M,M3,1,1,M3,rule,M
Appeaning ADDO,Appeaning,ADDO,ředitel ústavu ekologie,M,M5,1,1,M5,rule,M
Aqqalu FOSING ASVID,Aqqalu,FOSING ASVID,vědec,M,M3,1,1,M3,rule,M
Antonín OSIČKA,Antonín,OSIČKA,zemědělské družstvo,M,?,1,1,M5,llm,M
Antonín RUS,Antonín,RUS,starosta,M,M6,1,1,M6,rule,M
Antonín STANĚK,Antonín,STANĚK,ministr kultury,M,M6,1,1,M6,rule,M
Antonio VELLECA,Antonio,VELLECA,pracovník v benátském cestovním ruchu,M,M3,1,1,M3,rule,M
Antonis SAMARAS,Antonis,SAMARAS,lídr,M,M6,1,1,M6,rule,M
Vojtěch MUNZAR,Vojtěch,MUNZAR,místopředseda podvýboru pro energii energetiku,M,M6,1,1,M6,rule,M
Vojtěch DYNYBYL,Vojtěch,DYNYBYL,student,M,M2,1,1,M2,rule,M
Vojtěch KOTECKÝ,Vojtěch,KOTECKÝ,analytik nesrozumitelné právě střední,M,M5,1,1,M5,rule,M
Vláda ODS,Vláda,ODS,postupně slábne přichází zprávy o,F?,?,1,1,?,llm,F
Vojen SMÍŠEK,Vojen,SMÍŠEK,mluvčí,M,M1,1,1,M1,rule,M
Vojtěch BÍLÝ,Vojtěch,BÍLÝ,mluvčí ministerstva zemědělství,M,M1,1,1,M1,rule,M
Vojtěch BÍLÝ,Vojtěch,BÍLÝ,mluvčí ministerstvo zemědělství,M,M1,1,1,M1,rule,M
Vojtěch DVOŘÁČEK,Vojtěch,DVOŘÁČEK,zemědělec,M,M2,1,1,M2,rule,M
Armin LASCHET,Armin,LASCHET,kandidát na předsedu,M,M6,1,1,M6,rule,M
Armina LASCHET,Armina,LASCHET,premiér spolkové země,F?,M6,1,1,M6,rule,F
Arnold KING,Arnold,KING,bahamský meteorologický úřad,M,?,1,1,M5,llm,M
Volker TREIER,Volker,TREIER,německá průmyslová a obchodní komora,M,?,1,1,M5,llm,M
Vratislav MYNÁŘ,Vratislav,MYNÁŘ,kancelář prezidenta republiky,M,?,1,1,M6,llm,M
Vratislav MYNÁŘ,Vratislav,MYNÁŘ,kancléř prezidenta republiky,M,M6,1,1,M6,rule,M
Vsetína ORP,Vsetína,ORP,část a podobně nemají na,F?,?,1,1,?,llm,F
Vojtěch KÁNĚ,Vojtěch,KÁNĚ,dobrovolník,M,M2,1,1,M2,rule,M
Babiše ODS,Babiše,ODS,ji nepodpoří teď premiér jedná,F?,?,1,1,?,llm,F
Arsenij JACEŇUK,Arsenij,JACEŇUK,ukrajinský premiér,M,?,1,1,M6,llm,M
Ashley WHITNEY,Ashley,WHITNEY,farmář,M,M2,1,1,M2,rule,M
Audi BMW,Audi,BMW,pro ty by to byla,M,?,1,1,?,llm,M
Augustin BERMEJO,Augustin,BERMEJO,lesní inženýr,M,?,1,1,M3,llm,M
Aurelie TROUVAOVÁ,Aurelie,TROUVAOVÁ,mluvčí organizace,F,M1,1,1,M1,rule,F
Arias CANETE,Arias,CANETE,eurokomisař pro otázky klimatu,M,?,1,1,M6,llm,M
Arias CANETE,Arias,CANETE,evropský komisař pro klima a,M,M6,1,1,M6,rule,M
Anna STRYKOVÁ,Anna,STRYKOVÁ,studentka veterinárního lékařství,F,M2,1,1,M2,rule,F
Anna WEEKESOVÁ,Anna,WEEKESOVÁ,obyvatelka solární vesnice,F,M2,1,1,M2,rule,F
Anna HUBÁČKOVÁ,Anna,HUBÁČKOVÁ,navrhovaná ministryně životního prostředí nestr,F,?,1,1,M6,llm,F
Anna JEVSTRATOVOVÁ,Anna,JEVSTRATOVOVÁ,organizátorka,F,?,1,1,M5,llm,F
Anna KÁRNÍKOVÁ,Anna,KÁRNÍKOVÁ,ředitelka,F,M5,1,1,M5,rule,F
Anna LEHKÁ,Anna,LEHKÁ,náměstkyně primátora,F,M5,1,1,M5,rule,F
Anna LEHKÁ,Anna,LEHKÁ,náměstkyně promátora,F,M5,1,1,M5,rule,F
Ann CARLSONOVÁ,Ann,CARLSONOVÁ,právnička,F,?,1,1,M5,llm,F
Annalena BAERBOCKOVÁ,Annalena,BAERBOCKOVÁ,kandidátka na kancléřku za,F,M6,1,1,M6,rule,F
Annalena BAERBOCKOVÁ,Annalena,BAERBOCKOVÁ,německá ministryně zahraničí,F,M6,1,1,M6,rule,F
Annapaola LAVENOVÁ,Annapaola,LAVENOVÁ,kavárnice,F,?,1,1,M2,llm,F
Ano ALDE,Ano,ALDE,určitě může vstoupit do hry,M,?,1,1,?,llm,M
Ano NATO,Ano,NATO,je platformou důležitou platformou pro,M,?,1,1,?,llm,M
Anna LOZSI,Anna,LOZSI,mluvčí,F?,M1,1,1,M1,rule,F
Anna MITILINEOUOVÁ,Anna,MITILINEOUOVÁ,protestující,F,M2,1,1,M2,rule,F
Anna MITUŠOVÁ,Anna,MITUŠOVÁ,kurátorka,F,M5,1,1,M5,rule,F
Václav HURT,Václav,HURT,vedoucí výroby sazenic,M,M5,1,1,M5,rule,M
Václav JOHN,Václav,JOHN,koordinátor záchranného programu,M,M5,1,1,M5,rule,M
Václav HAVEL,Václav,HAVEL,bývalý česko slovenský prezident,M,?,1,1,M6,llm,M
Václav HAVEL,Václav,HAVEL,tehdejší prezident,M,M6,1,1,M6,rule,M
Václav HAVEL,Václav,HAVEL,tehdejší český prezident ukázka ze,M,?,1,1,M6,llm,M
Václav HLAVÁČ,Václav,HLAVÁČ,agentura ochrany přírody,M,?,1,1,M5,llm,M
Václav BERAN,Václav,BERAN,ornitolog,M,M3,1,1,M3,rule,M
Anna ŠARATŠICHOVÁ,Anna,ŠARATŠICHOVÁ,potápěčka,F,?,1,1,M2,llm,F
Antony BLINKEN,Antony,BLINKEN,kandidát na ministra zahraničí,M,M6,1,1,M6,rule,M
Antonín BLÁHA,Antonín,BLÁHA,mluvčí operátor,M,M1,1,1,M1,rule,M
Anote TONG,Anote,TONG,prezident,F?,M6,1,1,M6,rule,F
Anthony BARNOVSKY,Anthony,BARNOVSKY,biolog,M,M3,1,1,M3,rule,M
Anthony BLINKEN,Anthony,BLINKEN,americký ministr zahraničí,M,M6,1,1,M6,rule,M
Anthony COATES,Anthony,COATES,ředitel,M,M5,1,1,M5,rule,M
Antonio GUTTERES,Antonio,GUTTERES,generální tajemník,M,M6,1,1,M6,rule,M
Václav HOMOLKA,Václav,HOMOLKA,člen senátního petičního výboru,M,M6,1,1,M6,rule,M
Andrew WEISS,Andrew,WEISS,bývalý ředitel,M,M5,1,1,M5,rule,M
André BORSCHBERG,André,BORSCHBERG,pilot,M,M2,1,1,M2,rule,M
Andrej MATUŠKIN,Andrej,MATUŠKIN,ředitel,M,M5,1,1,M5,rule,M
Andrej PERSIJANOV,Andrej,PERSIJANOV,velitel vrtulníkové letky ruské armády,M,M6,1,1,M6,rule,M
Andrej ŠMELKOV,Andrej,ŠMELKOV,zástupce ministerstva pro mimořádné události,M,M5,1,1,M5,rule,M
Andrejs JANSONS,Andrejs,JANSONS,obyvatel lotyšského pobřeží,M,M2,1,1,M2,rule,M
Andrew CUOMO,Andrew,CUOMO,guvernér státu,M,M6,1,1,M6,rule,M
Andrew FEUSTEL,Andrew,FEUSTEL,astronaut,M,?,1,1,M3,llm,M
Angela MARKELOVÁ,Angela,MARKELOVÁ,německá kancléřka,F,M6,1,1,M6,rule,F
Angela MERKELOVÁ,Angela,MERKELOVÁ,německá kancléřka předsedkyně,F,M6,1,1,M6,rule,F
Angelo BORRELLI,Angelo,BORRELLI,šéf italské civilní ochrany,M,M5,1,1,M5,rule,M
Anglie HDP,Anglie,HDP,stouplo tak razantně tak si,F?,?,1,1,?,llm,F
Ani JAR,Ani,JAR,typu no more,M,?,1,1,?,llm,M
Ani ODS,Ani,ODS,jste zapomněl říct,M,?,1,1,?,llm,M
Andrew SHEPHERD,Andrew,SHEPHERD,šéf projektu,M,M5,1,1,M5,rule,M
Andrew WEAVER,Andrew,WEAVER,vědec zabývající se změnou klimatu,M,M3,1,1,M3,rule,M
Václav MORAVEC,Václav,MORAVEC,moderátor pořadu,M,M1,1,1,M1,rule,M
Václav KLAUS,Václav,KLAUS,bývalý prezident zdroj,M,M6,1,1,M6,rule,M
Václav KLAUS,Václav,KLAUS,prezident republiky,M,M6,1,1,M6,rule,M
Václav KLAUS,Václav,KLAUS,předseda vlády,M,M6,1,1,M6,rule,M
Václav KLAUS,Václav,KLAUS,tehdejší prezident,M,M6,1,1,M6,rule,M
Václav KURKA,Václav,KURKA,vedoucí areálu,M,M5,1,1,M5,rule,M
Václav LENGOVIČ,Václav,LENGOVIČ,dřevorubec,M,?,1,1,M2,llm,M
Václav LIDICKÝ,Václav,LIDICKÝ,výrobně technický ředitel,M,?,1,1,M5,llm,M
Anna CHUDOBOVÁ,Anna,CHUDOBOVÁ,redaktorka,F,M1,1,1,M1,rule,F
Anna GIACOMETTIOVÁ,Anna,GIACOMETTIOVÁ,starostka,F,M6,1,1,M6,rule,F
Václav ČUBR,Václav,ČUBR,sdružení,M,?,1,1,?,llm,M
Václav ŠILHA,Václav,ŠILHA,fotograf,M,?,1,1,M2,llm,M
Václav SOJKA,Václav,SOJKA,strážce,M,?,1,1,M2,llm,M
Václav STANĚK,Václav,STANĚK,jednatel firmy,M,M5,1,1,M5,rule,M
Václav VOTAVA,Václav,VOTAVA,poslanec,M,M6,1,1,M6,rule,M
Václav MORAVEC,Václav,MORAVEC,moderátor nesrozumitelné je poměrně optimistická,M,M1,1,1,M1,rule,M
Věra JOUROVÁ,Věra,JOUROVÁ,budoucí místopředsedkyně,F,?,1,1,M6,llm,F
Věra JOUROVÁ,Věra,JOUROVÁ,kandidátka na místopředsedkyni,F,M6,1,1,M6,rule,F
Věslav MICHALIK,Věslav,MICHALIK,ekonomický expert hnutí,M,M5,1,1,M5,rule,M
Vítězslav KOLEK,Vítězslav,KOLEK,přednosta kliniky plicních nemocí a,M,?,1,1,M3,llm,M
Věra HOFMANOVÁ,Věra,HOFMANOVÁ,redaktorka,F,M1,1,1,M1,rule,F
Václava ADÁMKOVÁ,Václava,ADÁMKOVÁ,primářka mikrobiologie a,F,M3,1,1,M3,rule,F
Vít RAKUŠAN,Vít,RAKUŠAN,poslanec předseda hnutí,M,M6,1,1,M6,rule,M
Xaví MATILLA,Xaví,MATILLA,hlavní architekt barcelonské radnice,M,?,1,1,M5,llm,M
Andrea BASSERNE,Andrea,BASSERNE,protestující,F?,M2,1,1,M2,rule,M
Andreas BAUDERE,Andreas,BAUDERE,glaciolog,M,M3,1,1,M3,rule,M
Andreas CARLGREN,Andreas,CARLGREN,bývalý ministr životního prostředí,M,M6,1,1,M6,rule,M
Wade SIKORSKI,Wade,SIKORSKI,majitel farmy,F?,M5,1,1,M5,rule,M
Walter MARTOS,Walter,MARTOS,peruánský premiér,M,?,1,1,M6,llm,M
Wan AZÁZAHOVÁ,Wan,AZÁZAHOVÁ,malajsijská vicepremiérka,F,?,1,1,M6,llm,F
Wang JEN WEL,Wang,JEN WEL,čínský řidič,M,M2,1,1,M2,rule,M
Wang JIN ŤI,Wang,JIN ŤI,rolník,M,?,1,1,M2,llm,M
Andrej BABIŠ,Andrej,BABIŠ,premiér předseda hnut,M,M6,1,1,M6,rule,M
Andrej BABIŠ,Andrej,BABIŠ,premiér v demisi předseda hnutí,M,M6,1,1,M6,rule,M
Andreas CARLGREN,Andreas,CARLGREN,švédský ministr životního prostředí,M,M6,1,1,M6,rule,M
Andreas FRIEDRICH,Andreas,FRIEDRICH,německý meteorolog,M,M3,1,1,M3,rule,M
Andreas GAJDOŠÍK,Andreas,GAJDOŠÍK,finalista,M,?,1,1,M2,llm,M
Andrej BABIŠ,Andrej,BABIŠ,designovaný premiér předseda hnutí,M,?,1,1,M6,llm,M
Andrej BABIŠ,Andrej,BABIŠ,ministr financí,M,M6,1,1,M6,rule,M
Anders LEVERMANN,Anders,LEVERMANN,vědec zabývající se změnou klimatu,M,M3,1,1,M3,rule,M
Andrew SCHEER,Andrew,SCHEER,lídr konzervativní stany,M,M6,1,1,M6,rule,M
Andrej BABIŠ,Andrej,BABIŠ,předseda hnutí tehdejší premiér,M,M6,1,1,M6,rule,M
Andrej BABIŠ,Andrej,BABIŠ,předseda vlády,M,M6,1,1,M6,rule,M
Andrej BABIŠ,Andrej,BABIŠ,tehdejší ministr financí,M,M6,1,1,M6,rule,M
Andrej BABIŠ,Andrej,BABIŠ,tehdejší vicepremiér a ministr financí,M,M6,1,1,M6,rule,M
Andrej BABIŠ,Andrej,BABIŠ,vicepremiér pro ekonomiku ministr financí,M,M6,1,1,M6,rule,M
Andrej BABIŠ,Andrej,BABIŠ,vicepremiér předseda hnutí,M,M6,1,1,M6,rule,M
Andrej KISKA,Andrej,KISKA,slovenský prezident,M,M6,1,1,M6,rule,M
Zdeněk HŘIB,Zdeněk,HŘIB,pražský primátor,M,M6,1,1,M6,rule,M
Zbyněk STANJURA,Zbyněk,STANJURA,kandidát na ministra financí místopředseda,M,M6,1,1,M6,rule,M
Zbyněk STANJURA,Zbyněk,STANJURA,nově zvolený,M,?,1,1,M6,llm,M
Zbyněk STRAŇÁK,Zbyněk,STRAŇÁK,vedoucí neonatologie,M,M5,1,1,M5,rule,M
Zdenka POLACHOVÁ,Zdenka,POLACHOVÁ,cestující,F,?,1,1,M2,llm,F
Zdeněk BENEŠ,Zdeněk,BENEŠ,ředitel,M,M5,1,1,M5,rule,M
Zastupuje OSN,Zastupuje,OSN,v otázce změn klimatu,F?,?,1,1,M6,llm,F
Zavedení EET,Zavedení,EET,nám přináší komplikace technické ne,M,?,1,1,?,llm,M
Washingtonu DC,Washingtonu,DC,s nimiž jsme se podíleli,M,?,1,1,?,llm,M
Washingtonu USA,Washingtonu,USA,a ona se představila jako,M,?,1,1,?,llm,M
Wasim AŠKAR,Wasim,AŠKAR,obyvatel,M,M2,1,1,M2,rule,M
Wej JUNG WEN,Wej,JUNG WEN,ředitel,M,M5,1,1,M5,rule,M
Zdeněk DUBSKÝ,Zdeněk,DUBSKÝ,zákazník,M,M2,1,1,M2,rule,M
Zdeněk FINK,Zdeněk,FINK,primátor,M,M6,1,1,M6,rule,M
Zdeněk HOLEČEK,Zdeněk,HOLEČEK,divák,M,M2,1,1,M2,rule,M
Zdeněk HOVĚŽÁK,Zdeněk,HOVĚŽÁK,starosta,M,M6,1,1,M6,rule,M
Werner KOGLER,Werner,KOGLER,vicekancléř,M,?,1,1,M6,llm,M
Weronika PASZEWSKÁ,Weronika,PASZEWSKÁ,předsedkyně hnutí,F,M6,1,1,M6,rule,F
Will RUST,Will,RUST,divák,M,M2,1,1,M2,rule,M
Will WHITESMITH,Will,WHITESMITH,obyvatel,M,M2,1,1,M2,rule,M
William HANSON,William,HANSON,britský expert na britskou etiketu,M,M5,1,1,M5,rule,M
Wang WEN PIN,Wang,WEN PIN,mluvčí čínského ministerstva zahraničí,M,M1,1,1,M1,rule,M
Wang WENBIN,Wang,WENBIN,mluvčí čínského ministerstva zahraničí,M,M1,1,1,M1,rule,M
Warren MELINE,Warren,MELINE,obyvatel postižené oblasti,M,M2,1,1,M2,rule,M
Xiye BASTIDAOVÁ,Xiye,BASTIDAOVÁ,aktivistka,F,M5,1,1,M5,rule,F
Yanai POSTELNIK,Yanai,POSTELNIK,koordinátorka protestu na mostě,M,M5,1,1,M5,rule,M
Yascha MOUNK,Yascha,MOUNK,politolog,F?,M3,1,1,M3,rule,F
Yasuo TAKAMATSU,Yasuo,TAKAMATSU,muž který při tsunami přišel,M,M2,1,1,M2,rule,M
William VOGT,William,VOGT,hasič,M,M2,1,1,M2,rule,M
Wolfgand SCH UBLE,Wolfgand,SCH UBLE,německý ministr financí,M,M6,1,1,M6,rule,M
Wubbo OCKELS,Wubbo,OCKELS,iniciátor akce bývalý astronaut,M,?,1,1,M3,llm,M
Xavier VANBILLEMONT,Xavier,VANBILLEMONT,rybář na pláži,M,M2,1,1,M2,rule,M
Amber PARKEROVÁ,Amber,PARKEROVÁ,odbornice na víno,F,M3,1,1,M3,rule,F
Allison MACFARLANOVÁ,Allison,MACFARLANOVÁ,odborný časopis pro jaderné vědce,F,?,1,1,M3,llm,F
Alois KRČMÁRIK,Alois,KRČMÁRIK,student,M,M2,1,1,M2,rule,M
Alok SCHARAM,Alok,SCHARAM,britský ministr obchodu energetiky a,M,M6,1,1,M6,rule,M
Alok SHARMA,Alok,SHARMA,prezident,M,M6,1,1,M6,rule,M
Alok SHARMA,Alok,SHARMA,předseda klimatického summitu v,M,M6,1,1,M6,rule,M
Alphonse OWUOR,Alphonse,OWUOR,zástupce,F?,M5,1,1,M5,rule,F
Ali GUFU,Ali,GUFU,pastevec uživatel aplikace,M,?,1,1,M2,llm,M
Anastasija RADYCHOVSKAJA,Anastasija,RADYCHOVSKAJA,obchodní manažerka terapeutického rodinného centra,F?,M5,1,1,M5,rule,F
Anatolij SUČKOV,Anatolij,SUČKOV,náčelník irkutské letecké lesní ochrany,M,M6,1,1,M6,rule,M
Anders ELFVING,Anders,ELFVING,manažer projektu,M,M5,1,1,M5,rule,M
Alvin SMITH,Alvin,SMITH,vynálezce zařízení,M,?,1,1,M2,llm,M
Alžběta KRÁLOVÁ,Alžběta,KRÁLOVÁ,odbornice na politický marketing,F,M3,1,1,M3,rule,F
Alžběta KRÁLOVÁ,Alžběta,KRÁLOVÁ,politoložka,F,M3,1,1,M3,rule,F
Aman ADINEW,Aman,ADINEW,ředitel společnosti,M,M5,1,1,M5,rule,M
Amarjit SANGH,Amarjit,SANGH,odpůrce indického premiéra,M,?,1,1,M2,llm,M
